id,year_month,variable,value,monthly_screen_time,app_to_screen_ratio
AS14.14,2014-03,appCat.builtin,66480.79,102858.14800024033,0.6463346977610822
AS14.14,2014-03,appCat.communication,48280.173,102858.14800024033,0.4693859838880941
AS14.14,2014-03,appCat.entertainment,2536.534,102858.14800024033,0.02466050623421757
AS14.14,2014-03,appCat.finance,2640.167,102858.14800024033,0.02566803944393235
AS14.14,2014-03,appCat.other,9634.525,102858.14800024033,0.09366807771006619
AS14.14,2014-03,appCat.social,11436.213,102858.14800024033,0.11118431764854719
AS14.14,2014-03,appCat.travel,1848.387,102858.14800024033,0.017970253557313527
AS14.14,2014-03,appCat.unknown,13.838000000000001,102858.14800024033,0.00013453479640686966
AS14.14,2014-03,appCat.utilities,12.133,102858.14800024033,0.0001179585695045924
AS14.14,2014-04,appCat.builtin,93946.925,18140.793999195103,5.178765880047388
AS14.14,2014-04,appCat.communication,10376.894,18140.793999195103,0.5720198355408489
AS14.14,2014-04,appCat.finance,8.059,18140.793999195103,0.00044424736868505166
AS14.14,2014-04,appCat.game,169.699,18140.793999195103,0.009354551956630425
AS14.14,2014-04,appCat.office,112.97699999999999,18140.793999195103,0.006227786942788321
AS14.14,2014-04,appCat.other,4083.929,18140.793999195103,0.2251240491557978
AS14.14,2014-04,appCat.social,847.404,18140.793999195103,0.04671261908589001
AS14.14,2014-04,appCat.travel,141.701,18140.793999195103,0.007811179599210883
AS14.14,2014-05,appCat.builtin,5770.843,1839.2400012016294,3.137623690344783
AS14.14,2014-05,appCat.communication,305.246,1839.2400012016294,0.16596311509132783
AS14.14,2014-05,appCat.other,218.052,1839.2400012016294,0.11855549023375972
AS14.14,2014-05,appCat.social,231.781,1839.2400012016294,0.12601998643383716
AS14.15,2014-03,appCat.builtin,6380.963,16240.122000217438,0.39291348919143376
AS14.15,2014-03,appCat.communication,9733.356,16240.122000217438,0.5993400788411368
AS14.15,2014-03,appCat.entertainment,5.019,16240.122000217438,0.00030904940245724764
AS14.15,2014-03,appCat.office,78.699,16240.122000217438,0.004845961132493112
AS14.15,2014-03,appCat.other,694.447,16240.122000217438,0.04276119354218534
AS14.15,2014-03,appCat.social,205.592,16240.122000217438,0.01265951080892418
AS14.15,2014-03,appCat.travel,156.851,16240.122000217438,0.009658240252006723
AS14.15,2014-03,appCat.utilities,65.311,16240.122000217438,0.0040215830890387135
AS14.15,2014-04,appCat.builtin,8347.018,27069.426999807354,0.30835591754710595
AS14.15,2014-04,appCat.communication,19854.462,27069.426999807354,0.7334644357319162
AS14.15,2014-04,appCat.entertainment,817.862,27069.426999807354,0.030213495099317044
AS14.15,2014-04,appCat.finance,96.649,27069.426999807354,0.003570411741655552
AS14.15,2014-04,appCat.office,693.948,27069.426999807354,0.02563585849101788
AS14.15,2014-04,appCat.other,3167.899,27069.426999807354,0.11702866854265312
AS14.15,2014-04,appCat.social,1033.491,27069.426999807354,0.03817927139748304
AS14.15,2014-04,appCat.travel,298.513,27069.426999807354,0.011027680785490008
AS14.15,2014-04,appCat.unknown,23.129,27069.426999807354,0.0008544325670493359
AS14.15,2014-05,appCat.builtin,1114.002,2475.34200000763,0.4500396308859811
AS14.15,2014-05,appCat.communication,1466.99,2475.34200000763,0.5926413400635057
AS14.15,2014-05,appCat.entertainment,672.08,2475.34200000763,0.27150995700712405
AS14.15,2014-05,appCat.other,15.069,2475.34200000763,0.006087643646798525
AS14.15,2014-05,appCat.social,69.481,2475.34200000763,0.028069252652678227
AS14.15,2014-05,appCat.travel,23.103,2475.34200000763,0.009333255768265068
AS14.16,2014-03,appCat.builtin,2329.787,12667.991000652317,0.1839113242091845
AS14.16,2014-03,appCat.communication,3539.819,12667.991000652317,0.279430179561836
AS14.16,2014-03,appCat.entertainment,5408.339,12667.991000652317,0.42692949495476484
AS14.16,2014-03,appCat.finance,184.369,12667.991000652317,0.014553925716438086
AS14.16,2014-03,appCat.other,233.56300000000002,12667.991000652317,0.018437256545885853
AS14.16,2014-03,appCat.social,1279.604,12667.991000652317,0.10101080747011179
AS14.16,2014-04,appCat.builtin,4687.83,34510.78099918366,0.1358366824590521
AS14.16,2014-04,appCat.communication,9101.281,34510.78099918366,0.26372283490817805
AS14.16,2014-04,appCat.entertainment,4864.834,34510.78099918366,0.14096563042473814
AS14.16,2014-04,appCat.finance,539.103,34510.78099918366,0.015621292372744396
AS14.16,2014-04,appCat.game,162.983,34510.78099918366,0.0047226691277677925
AS14.16,2014-04,appCat.other,159.121,34510.78099918366,0.004610762068924605
AS14.16,2014-04,appCat.social,1774.455,34510.78099918366,0.051417410693834306
AS14.16,2014-04,appCat.travel,50.837,34510.78099918366,0.0014730759063726355
AS14.16,2014-04,appCat.utilities,19.138,34510.78099918366,0.0005545513444176387
AS14.16,2014-04,appCat.weather,9.23,34510.78099918366,0.0002674526548738011
AS14.16,2014-05,appCat.builtin,1489.02,5207.1140003204355,0.28595878636580047
AS14.16,2014-05,appCat.communication,1311.321,5207.1140003204355,0.251832589015586
AS14.16,2014-05,appCat.entertainment,2065.731,5207.1140003204355,0.3967132273026631
AS14.16,2014-05,appCat.finance,29.127,5207.1140003204355,0.005593693550440336
AS14.16,2014-05,appCat.other,15.073,5207.1140003204355,0.0028946936823492702
AS14.16,2014-05,appCat.social,846.258,5207.1140003204355,0.1625195837747979
AS14.16,2014-05,appCat.travel,124.535,5207.1140003204355,0.023916319095824742
AS14.16,2014-05,appCat.unknown,11.114,5207.1140003204355,0.0021343876856385452
