row_number,id,time,variable,value,deviation
17870,AS14.01,2014-04-30 14:00:00.000,activity,0.616071428571429,4.084413181803859
17915,AS14.01,2014-05-02 11:00:00.000,activity,0.305785123966942,7.497746719294036
17952,AS14.01,2014-05-04 00:00:00.000,activity,0.591666666666667,4.313211062220759
17969,AS14.01,2014-05-04 17:00:00.000,activity,0.4,9.436286370919895
710000,AS14.01,2014-03-20 22:48:30.211,appCat.builtin,37.125,39.16687092825252
831000,AS14.01,2014-03-20 23:42:09.812,appCat.builtin,90.388,48.977131140952956
1081000,AS14.01,2014-03-21 02:12:22.845,appCat.builtin,19.148,3.0101840290432063
1101000,AS14.01,2014-03-21 03:12:27.453,appCat.builtin,82.33,12.800044310084367
147102,AS14.01,2014-03-21 09:50:06.913,appCat.builtin,16.087,3.3172756637103546
211100,AS14.01,2014-03-21 10:31:49.009,appCat.builtin,310.916,79.0919108460381
255100,AS14.01,2014-03-21 11:05:07.394,appCat.builtin,17.06,6.547401863970006
282100,AS14.01,2014-03-21 11:19:49.684,appCat.builtin,27.124,4.9736867810524945
319101,AS14.01,2014-03-21 12:52:11.469,appCat.builtin,26.266,3.8916763392339733
330100,AS14.01,2014-03-21 13:01:47.421,appCat.builtin,62.244,6.706022161195629
387100,AS14.01,2014-03-21 14:26:02.391,appCat.builtin,75.364,69.28592361099184
413100,AS14.01,2014-03-21 14:46:18.049,appCat.builtin,424.064,59.96152291078704
498102,AS14.01,2014-03-21 18:00:34.121,appCat.builtin,18.186,3.327997247688775
510101,AS14.01,2014-03-21 19:11:33.460,appCat.builtin,38.944,5.509204621183032
518101,AS14.01,2014-03-21 19:29:09.119,appCat.builtin,59.453,4.30732394618006
519103,AS14.01,2014-03-21 19:30:08.579,appCat.builtin,243.412,11.479150630893638
559100,AS14.01,2014-03-21 21:32:02.930,appCat.builtin,119.538,10.253099845575901
655100,AS14.01,2014-03-22 13:59:28.183,appCat.builtin,254.692,65.65662487429329
684100,AS14.01,2014-03-22 15:42:39.609,appCat.builtin,19.135,4.030993920243777
724100,AS14.01,2014-03-22 17:56:07.296,appCat.builtin,16.858,7.075240356417273
795100,AS14.01,2014-03-23 10:04:19.042,appCat.builtin,41.153,9.545801690339035
811100,AS14.01,2014-03-23 12:15:30.832,appCat.builtin,132.889,12.356133326546756
887100,AS14.01,2014-03-23 17:16:50.657,appCat.builtin,20.697,7.260360978610843
932100,AS14.01,2014-03-23 19:26:28.619,appCat.builtin,507.041,118.54983197728306
1011100,AS14.01,2014-03-23 23:49:08.378,appCat.builtin,21.734,7.822193500577901
1014100,AS14.01,2014-03-23 23:53:40.203,appCat.builtin,31.142,4.2129496635449915
1033100,AS14.01,2014-03-24 08:15:30.855,appCat.builtin,25.068,3.5040016844292254
1157100,AS14.01,2014-03-24 11:00:04.632,appCat.builtin,31.933,9.530942571161845
1269100,AS14.01,2014-03-24 15:31:25.306,appCat.builtin,16.226,4.574505274696688
1292100,AS14.01,2014-03-24 16:30:01.690,appCat.builtin,53.39,15.813760559750591
1346100,AS14.01,2014-03-24 18:01:27.644,appCat.builtin,18.109,4.191523564644326
146414,AS14.01,2014-03-24 22:42:18.479,appCat.builtin,25.109,8.679045640504121
161711,AS14.01,2014-03-25 15:22:33.066,appCat.builtin,296.395,88.08165226379231
165811,AS14.01,2014-03-25 17:51:08.009,appCat.builtin,19.824,3.8958023012151135
166911,AS14.01,2014-03-25 19:21:50.918,appCat.builtin,36.296,4.664711328858216
174812,AS14.01,2014-03-25 22:35:36.180,appCat.builtin,127.64,17.488719824458073
182310,AS14.01,2014-03-26 09:42:43.361,appCat.builtin,42.384,7.042506662575713
186310,AS14.01,2014-03-26 11:12:24.683,appCat.builtin,46.57,11.40353122872675
190610,AS14.01,2014-03-26 11:55:11.654,appCat.builtin,61.269,3.914711516771527
191113,AS14.01,2014-03-26 12:08:41.858,appCat.builtin,166.99,7.198687744900739
207510,AS14.01,2014-03-26 21:07:39.940,appCat.builtin,26.699,6.076192235821431
209210,AS14.01,2014-03-26 21:31:38.506,appCat.builtin,32.104,3.319557261502241
209613,AS14.01,2014-03-26 21:33:40.957,appCat.builtin,64.208,6.081997757976541
216710,AS14.01,2014-03-27 02:54:00.880,appCat.builtin,19.016,3.97753723929168
220913,AS14.01,2014-03-27 08:58:10.282,appCat.builtin,82.381,23.494580930293257
223710,AS14.01,2014-03-27 09:03:24.250,appCat.builtin,21.511,4.237502564795636
225010,AS14.01,2014-03-27 09:05:16.828,appCat.builtin,22.093,3.896642239619027
231211,AS14.01,2014-03-27 10:35:45.934,appCat.builtin,28.76,8.31592700370239
236610,AS14.01,2014-03-27 11:27:16.450,appCat.builtin,248.465,91.43069086665751
238510,AS14.01,2014-03-27 14:07:30.237,appCat.builtin,16.039,3.5631033390843863
247610,AS14.01,2014-03-27 19:17:23.230,appCat.builtin,23.089,8.65301375880051
252710,AS14.01,2014-03-27 23:24:52.244,appCat.builtin,19.987,7.307929786938955
255811,AS14.01,2014-03-28 00:17:42.382,appCat.builtin,9162.685,2567.6829069161818
258017,AS14.01,2014-03-28 10:45:30.071,appCat.builtin,31.183,9.510325530644515
261410,AS14.01,2014-03-28 12:19:37.042,appCat.builtin,95.504,15.482329623750054
266410,AS14.01,2014-03-28 15:40:11.377,appCat.builtin,57.199,31.354681818457788
274510,AS14.01,2014-03-28 20:56:10.315,appCat.builtin,27.848,5.400883490673919
275910,AS14.01,2014-03-28 21:33:46.117,appCat.builtin,39.15,4.040688087360736
280710,AS14.01,2014-03-29 12:26:30.493,appCat.builtin,18.109,6.340312051120361
284510,AS14.01,2014-03-29 16:11:00.436,appCat.builtin,53.824,14.818043448323142
290810,AS14.01,2014-03-29 20:39:06.118,appCat.builtin,19.201,4.707206285683848
295721,AS14.01,2014-03-29 23:16:34.125,appCat.builtin,22.13,5.720148154912327
295812,AS14.01,2014-03-29 23:16:56.256,appCat.builtin,847.592,136.4344906244796
299210,AS14.01,2014-03-30 11:36:05.887,appCat.builtin,39.663,7.997890306759505
302110,AS14.01,2014-03-30 15:24:20.430,appCat.builtin,34.136,9.878643517895028
302312,AS14.01,2014-03-30 15:24:58.846,appCat.builtin,57.586,5.076687406818748
306010,AS14.01,2014-03-31 00:41:43.609,appCat.builtin,19.54,4.090679379041911
311510,AS14.01,2014-03-31 11:18:55.584,appCat.builtin,31.21,9.551720240129447
315310,AS14.01,2014-03-31 14:07:06.260,appCat.builtin,24.085,4.505617373952554
317710,AS14.01,2014-03-31 16:48:18.552,appCat.builtin,141.595,51.769748852958784
317810,AS14.01,2014-03-31 16:50:40.153,appCat.builtin,1673.837,37.77076162548726
321810,AS14.01,2014-03-31 17:53:20.009,appCat.builtin,29.463,16.32518581900668
329010,AS14.01,2014-03-31 18:54:40.878,appCat.builtin,24.111,9.043568186901116
333910,AS14.01,2014-03-31 21:01:04.394,appCat.builtin,102.58,30.09744118527974
341510,AS14.01,2014-03-31 22:39:59.989,appCat.builtin,52.238,11.44057558186096
350710,AS14.01,2014-04-01 08:16:50.944,appCat.builtin,16.197,4.0042012088075
351615,AS14.01,2014-04-01 08:18:44.834,appCat.builtin,25.132,4.556499619501875
352113,AS14.01,2014-04-01 08:20:22.668,appCat.builtin,96.215,12.738114599146561
358017,AS14.01,2014-04-01 10:55:47.622,appCat.builtin,24.501,5.905853227925711
362110,AS14.01,2014-04-01 11:23:10.295,appCat.builtin,21.566,9.713953671071451
368310,AS14.01,2014-04-01 12:17:07.378,appCat.builtin,31.152,16.679718479649313
368510,AS14.01,2014-04-01 12:18:19.173,appCat.builtin,38.379,3.568488040847114
384110,AS14.01,2014-04-01 17:32:37.316,appCat.builtin,17.04,3.809765028945287
392010,AS14.01,2014-04-01 20:06:54.318,appCat.builtin,40.093,14.693279796492245
395210,AS14.01,2014-04-01 20:28:35.217,appCat.builtin,18.047,23.076131910320917
406210,AS14.01,2014-04-01 22:40:23.872,appCat.builtin,16.842,3.5012599418454786
410611,AS14.01,2014-04-01 23:22:35.976,appCat.builtin,24.149,8.38190057801561
422410,AS14.01,2014-04-02 09:32:47.482,appCat.builtin,75.019,30.100584855305577
422515,AS14.01,2014-04-02 09:34:12.766,appCat.builtin,99.587,3.9279115192417264
435411,AS14.01,2014-04-02 12:45:32.836,appCat.builtin,30.584,8.92540168285147
437310,AS14.01,2014-04-02 12:57:28.187,appCat.builtin,41.459,3.6803360639594542
439210,AS14.01,2014-04-02 13:21:07.391,appCat.builtin,116.635,7.031439561448828
439510,AS14.01,2014-04-02 13:25:14.210,appCat.builtin,1464.4,41.349166336154425
444010,AS14.01,2014-04-02 14:43:33.295,appCat.builtin,23.815,3.27117009134726
451810,AS14.01,2014-04-02 19:07:05.292,appCat.builtin,25.143,5.073076577300476
452010,AS14.01,2014-04-02 19:08:05.516,appCat.builtin,147.706,18.22369800862787
454210,AS14.01,2014-04-02 20:10:20.846,appCat.builtin,16.897,3.862842988796485
454311,AS14.01,2014-04-02 20:10:44.171,appCat.builtin,27.31,4.468610141572328
458710,AS14.01,2014-04-02 21:04:42.483,appCat.builtin,118.724,51.7090523234497
472410,AS14.01,2014-04-03 01:15:13.517,appCat.builtin,30.604,10.786464160149372
472910,AS14.01,2014-04-03 08:00:12.101,appCat.builtin,600.528,67.37373580564659
475610,AS14.01,2014-04-03 09:49:43.803,appCat.builtin,54.165,9.671110644409554
476410,AS14.01,2014-04-03 09:51:29.092,appCat.builtin,124.366,7.021288396198616
478610,AS14.01,2014-04-03 10:09:22.816,appCat.builtin,67.28,52.17305545954877
485610,AS14.01,2014-04-03 11:24:14.338,appCat.builtin,19.349,3.3307272253367186
492610,AS14.01,2014-04-03 12:49:56.790,appCat.builtin,78.102,19.527780829522758
493817,AS14.01,2014-04-03 12:54:37.572,appCat.builtin,29.066,12.209509225572962
494916,AS14.01,2014-04-03 12:56:39.907,appCat.builtin,41.946,6.908822929871094
499810,AS14.01,2014-04-03 13:47:32.186,appCat.builtin,42.179,3.067828677671995
505710,AS14.01,2014-04-03 14:42:42.119,appCat.builtin,26.094,7.288754997434773
530310,AS14.01,2014-04-03 22:46:27.859,appCat.builtin,45.648,10.024321651195917
534711,AS14.01,2014-04-03 23:37:23.292,appCat.builtin,20.07,6.85650075109181
539312,AS14.01,2014-04-04 02:39:20.543,appCat.builtin,19.383,5.945308284281769
546910,AS14.01,2014-04-04 11:36:56.506,appCat.builtin,72.488,15.341287425986298
554010,AS14.01,2014-04-04 13:48:52.319,appCat.builtin,23.161,26.66689456823505
563910,AS14.01,2014-04-04 16:33:29.362,appCat.builtin,33.938,14.580930304961143
571310,AS14.01,2014-04-04 20:11:15.484,appCat.builtin,843.239,311.1891075698796
575510,AS14.01,2014-04-04 23:49:55.844,appCat.builtin,19.179,3.8064941797056626
577810,AS14.01,2014-04-05 06:29:43.341,appCat.builtin,14542.772,3404.6366684832656
588710,AS14.01,2014-04-05 18:19:17.683,appCat.builtin,142.864,41.932626100635034
592610,AS14.01,2014-04-05 20:44:27.276,appCat.builtin,22.055,5.162038510722251
597710,AS14.01,2014-04-06 00:52:13.105,appCat.builtin,132.005,81.16629720649104
601310,AS14.01,2014-04-06 12:55:59.094,appCat.builtin,18.066,3.6922714480019363
601610,AS14.01,2014-04-06 12:56:25.497,appCat.builtin,1033.262,191.0002191695609
605610,AS14.01,2014-04-06 14:28:48.607,appCat.builtin,191.641,26.596592356565456
607810,AS14.01,2014-04-06 16:30:24.401,appCat.builtin,53.184,20.272466067687304
608710,AS14.01,2014-04-06 16:41:01.029,appCat.builtin,257.852,15.65952569374192
612310,AS14.01,2014-04-06 19:59:47.345,appCat.builtin,36.623,6.325494374497235
613110,AS14.01,2014-04-06 20:22:11.473,appCat.builtin,76.351,6.441363852505939
613210,AS14.01,2014-04-06 20:23:27.825,appCat.builtin,932.584,39.04653461532248
620110,AS14.01,2014-04-07 10:53:50.812,appCat.builtin,29.114,5.774062743153079
621710,AS14.01,2014-04-07 12:37:33.394,appCat.builtin,63.679,8.978686511625895
633910,AS14.01,2014-04-07 17:49:37.178,appCat.builtin,26.672,5.82286600290334
642310,AS14.01,2014-04-07 22:39:57.607,appCat.builtin,19.059,3.8485671629535365
645810,AS14.01,2014-04-07 23:09:23.211,appCat.builtin,26.414,5.094941823336062
651810,AS14.01,2014-04-08 08:49:09.142,appCat.builtin,28.191,8.324766333658053
662710,AS14.01,2014-04-08 12:48:24.986,appCat.builtin,24.096,5.918647692136176
666910,AS14.01,2014-04-08 14:26:04.905,appCat.builtin,72.317,15.399469316375313
691010,AS14.01,2014-04-09 03:07:54.730,appCat.builtin,19.215,4.261593726500106
691110,AS14.01,2014-04-09 07:35:14.506,appCat.builtin,607.128,108.74195630964611
692510,AS14.01,2014-04-09 08:55:47.460,appCat.builtin,23.146,5.203520921914329
694210,AS14.01,2014-04-09 09:08:55.392,appCat.builtin,44.386,5.65954550735146
713710,AS14.01,2014-04-09 16:28:10.276,appCat.builtin,31.209,7.453780403364653
721310,AS14.01,2014-04-09 19:48:57.740,appCat.builtin,16.053,3.1933254499878307
730110,AS14.01,2014-04-09 23:46:29.719,appCat.builtin,57.753,9.165240056722718
731110,AS14.01,2014-04-09 23:56:44.697,appCat.builtin,66.622,3.212661895251264
744810,AS14.01,2014-04-10 13:58:25.595,appCat.builtin,22.1,4.3034283816992405
749410,AS14.01,2014-04-10 16:20:09.232,appCat.builtin,18.063,5.1912532556368784
751210,AS14.01,2014-04-10 17:01:08.397,appCat.builtin,64.35,29.59583423317455
756510,AS14.01,2014-04-11 01:22:52.700,appCat.builtin,19.05,3.4073682306046984
756810,AS14.01,2014-04-11 08:00:23.562,appCat.builtin,578.356,118.65992778040003
758910,AS14.01,2014-04-11 09:25:32.164,appCat.builtin,1618.689,628.97220923192
763910,AS14.01,2014-04-11 11:51:02.480,appCat.builtin,31.769,8.686570627941355
764210,AS14.01,2014-04-11 11:51:51.328,appCat.builtin,38.419,3.4252337896778298
765610,AS14.01,2014-04-11 12:00:32.528,appCat.builtin,69.596,3.9990313858394457
772010,AS14.01,2014-04-11 16:22:55.278,appCat.builtin,22.149,6.647002757463745
774910,AS14.01,2014-04-11 17:27:40.210,appCat.builtin,121.394,18.004204327218584
786710,AS14.01,2014-04-11 22:10:09.502,appCat.builtin,41.137,7.864632871410856
786910,AS14.01,2014-04-11 22:13:00.332,appCat.builtin,68.209,4.058195401561479
795910,AS14.01,2014-04-12 16:30:47.769,appCat.builtin,22.155,5.489838522599419
809310,AS14.01,2014-04-13 16:17:05.450,appCat.builtin,26.464,7.184826352100636
814710,AS14.01,2014-04-13 23:15:25.875,appCat.builtin,107.756,49.59283351233677
826710,AS14.01,2014-04-14 13:37:03.194,appCat.builtin,16.101,3.578991266524281
827110,AS14.01,2014-04-14 13:41:49.592,appCat.builtin,33.166,6.71563344496592
829910,AS14.01,2014-04-14 14:09:14.246,appCat.builtin,44.133,3.6736773144176804
837010,AS14.01,2014-04-14 14:53:25.476,appCat.builtin,19.086,5.589374026796014
843910,AS14.01,2014-04-14 20:17:32.413,appCat.builtin,59.18,15.68899860374535
867210,AS14.01,2014-04-15 14:35:19.607,appCat.builtin,19.067,4.663692025042234
872310,AS14.01,2014-04-15 15:52:38.654,appCat.builtin,35.808,33.28243484441912
873910,AS14.01,2014-04-15 15:57:39.023,appCat.builtin,29.139,11.744183801250207
877910,AS14.01,2014-04-15 17:26:12.828,appCat.builtin,22.08,3.6870633768558174
878110,AS14.01,2014-04-15 17:26:37.915,appCat.builtin,49.249,6.62428618726499
886510,AS14.01,2014-04-15 20:31:27.938,appCat.builtin,28.082,8.69254227787508
889410,AS14.01,2014-04-15 20:47:07.410,appCat.builtin,45.23,8.435464691554847
893610,AS14.01,2014-04-15 21:59:11.375,appCat.builtin,59.305,22.82236732862039
898310,AS14.01,2014-04-15 23:02:36.289,appCat.builtin,116.047,37.7385872735325
903610,AS14.01,2014-04-16 02:51:35.684,appCat.builtin,19.621,4.691177442402036
904110,AS14.01,2014-04-16 08:02:22.957,appCat.builtin,25.228,3.201818178639917
906010,AS14.01,2014-04-16 08:17:22.816,appCat.builtin,27.231,3.0624771343269255
906610,AS14.01,2014-04-16 08:20:16.295,appCat.builtin,38.956,3.985881912243435
909810,AS14.01,2014-04-16 09:08:02.361,appCat.builtin,57.278,18.118631659672197
912310,AS14.01,2014-04-16 10:54:49.782,appCat.builtin,22.143,3.416772754898073
912510,AS14.01,2014-04-16 11:03:35.947,appCat.builtin,49.496,7.213506612111709
927610,AS14.01,2014-04-16 19:32:25.219,appCat.builtin,21.852,8.244792901443788
927710,AS14.01,2014-04-16 19:33:17.023,appCat.builtin,27.15,3.4860981354276865
938610,AS14.01,2014-04-17 00:34:36.687,appCat.builtin,24.088,4.040978182529255
951110,AS14.01,2014-04-17 16:38:27.644,appCat.builtin,18.064,10.838312967262683
959610,AS14.01,2014-04-17 22:38:31.171,appCat.builtin,19.052,4.641433174583561
965110,AS14.01,2014-04-18 00:45:26.946,appCat.builtin,16.05,11.400371710602526
965710,AS14.01,2014-04-18 02:03:56.766,appCat.builtin,19.42,3.0461619586801096
966010,AS14.01,2014-04-18 11:43:01.157,appCat.builtin,29.351,3.30815339266655
973910,AS14.01,2014-04-18 14:32:05.578,appCat.builtin,18.005,3.487740397777677
974110,AS14.01,2014-04-18 14:33:23.451,appCat.builtin,31.622,4.663768278745096
976310,AS14.01,2014-04-18 14:40:26.006,appCat.builtin,23.417,11.710184687032175
976610,AS14.01,2014-04-18 14:42:13.967,appCat.builtin,37.165,4.84588306307793
980110,AS14.01,2014-04-18 14:58:34.388,appCat.builtin,249.062,59.26436080549574
984110,AS14.01,2014-04-18 17:07:55.665,appCat.builtin,64.261,19.54211689327416
985910,AS14.01,2014-04-18 19:06:12.144,appCat.builtin,57.949,12.736812373214187
987810,AS14.01,2014-04-18 21:07:19.581,appCat.builtin,143.62,39.53272241587844
988110,AS14.01,2014-04-18 21:10:27.601,appCat.builtin,157.614,3.1053887768057016
988410,AS14.01,2014-04-18 21:13:15.453,appCat.builtin,407.456,6.145276509969158
992510,AS14.01,2014-04-19 11:24:11.992,appCat.builtin,21.626,4.4190535735703
993710,AS14.01,2014-04-19 12:45:32.647,appCat.builtin,63.275,8.948446555135602
995510,AS14.01,2014-04-19 14:28:42.102,appCat.builtin,98.458,7.549566248250415
1005410,AS14.01,2014-04-19 19:27:47.835,appCat.builtin,21.895,7.772323167113499
1006410,AS14.01,2014-04-19 19:49:26.092,appCat.builtin,30.234,3.981130113220414
1008410,AS14.01,2014-04-19 20:47:31.053,appCat.builtin,35.18,3.3707710038934735
1012610,AS14.01,2014-04-19 23:00:11.221,appCat.builtin,58.218,20.67675143657373
1013110,AS14.01,2014-04-19 23:03:10.240,appCat.builtin,68.448,3.399125515204556
1016210,AS14.01,2014-04-20 01:38:46.007,appCat.builtin,48.207,13.719995585501369
1019410,AS14.01,2014-04-20 02:22:48.098,appCat.builtin,40.25,23.633522225967038
1021710,AS14.01,2014-04-20 11:11:59.145,appCat.builtin,62.682,10.868967999295117
1024510,AS14.01,2014-04-20 14:09:42.107,appCat.builtin,25.25,3.6525256589029964
1033310,AS14.01,2014-04-20 18:35:42.670,appCat.builtin,43.165,11.998874282787899
1038710,AS14.01,2014-04-20 21:07:02.111,appCat.builtin,24.093,5.510929409347516
1040410,AS14.01,2014-04-20 21:29:43.246,appCat.builtin,32.153,5.633407384234375
1042610,AS14.01,2014-04-21 02:20:48.575,appCat.builtin,19.07,3.3636784191647786
1043310,AS14.01,2014-04-21 10:10:28.598,appCat.builtin,2316.968,295.03963953581956
1048910,AS14.01,2014-04-21 14:38:40.499,appCat.builtin,24.162,6.413329194087567
1049910,AS14.01,2014-04-21 14:40:43.680,appCat.builtin,212.002,23.275430822656414
1053210,AS14.01,2014-04-21 18:33:42.153,appCat.builtin,44.174,8.60992816117418
1053610,AS14.01,2014-04-21 18:35:14.690,appCat.builtin,134.622,8.839109498677768
1061010,AS14.01,2014-04-22 00:02:14.832,appCat.builtin,47.219,6.475658853962537
1062510,AS14.01,2014-04-22 00:20:08.013,appCat.builtin,19.059,3.822298852020495
1064310,AS14.01,2014-04-22 08:16:20.575,appCat.builtin,35.495,7.691402548729505
1064610,AS14.01,2014-04-22 08:42:50.742,appCat.builtin,842.967,84.4385556150207
1066910,AS14.01,2014-04-22 09:15:54.608,appCat.builtin,21.036,5.606532164876527
1071010,AS14.01,2014-04-22 10:06:26.411,appCat.builtin,62.675,34.4494693320348
1077510,AS14.01,2014-04-22 13:23:03.835,appCat.builtin,51.462,12.416777923882599
1092810,AS14.01,2014-04-22 18:54:28.463,appCat.builtin,48.229,11.189128256522995
1093110,AS14.01,2014-04-22 18:58:36.256,appCat.builtin,89.517,5.579629497986528
1102110,AS14.01,2014-04-22 21:31:12.874,appCat.builtin,56.271,18.024584807876476
1111810,AS14.01,2014-04-23 00:25:09.713,appCat.builtin,270.097,65.85960824161877
1117010,AS14.01,2014-04-23 10:48:18.934,appCat.builtin,22.181,5.258690255161846
1124610,AS14.01,2014-04-23 15:04:53.061,appCat.builtin,43.194,17.92432265317094
1126410,AS14.01,2014-04-23 15:13:04.816,appCat.builtin,75.457,5.375454995671428
1137510,AS14.01,2014-04-23 21:50:29.112,appCat.builtin,53.067,18.89882167808841
1143510,AS14.01,2014-04-23 23:25:14.002,appCat.builtin,17.415,5.580767947076756
1145510,AS14.01,2014-04-23 23:44:15.555,appCat.builtin,44.191,7.814543879897869
1147810,AS14.01,2014-04-24 00:10:09.535,appCat.builtin,41.114,12.195516325880362
1151110,AS14.01,2014-04-24 00:29:52.160,appCat.builtin,88.321,7.7324199874199255
1151710,AS14.01,2014-04-24 00:35:11.598,appCat.builtin,274.492,9.477632552522394
1152010,AS14.01,2014-04-24 00:39:51.180,appCat.builtin,351.959,3.595622360625351
1179510,AS14.01,2014-04-24 21:46:50.645,appCat.builtin,17.075,3.9588579089641738
1184410,AS14.01,2014-04-24 22:46:30.003,appCat.builtin,32.129,23.79518835250276
1190610,AS14.01,2014-04-25 00:52:45.022,appCat.builtin,31.113,7.790494897932952
1198610,AS14.01,2014-04-25 10:39:02.289,appCat.builtin,77.386,33.58225522696921
1200510,AS14.01,2014-04-25 11:08:01.236,appCat.builtin,88.521,12.175729104396265
1208710,AS14.01,2014-04-25 14:29:57.167,appCat.builtin,45.736,9.307799295224262
1222210,AS14.01,2014-04-25 23:21:27.119,appCat.builtin,37.593,8.536335313615178
1225110,AS14.01,2014-04-26 10:23:46.319,appCat.builtin,23.102,4.752638418661346
1230210,AS14.01,2014-04-26 12:05:44.525,appCat.builtin,19.068,3.61758433929662
1232710,AS14.01,2014-04-26 13:19:18.395,appCat.builtin,21.005,7.156778851512946
1239010,AS14.01,2014-04-26 20:45:52.197,appCat.builtin,24.092,5.041424722830718
1240110,AS14.01,2014-04-26 22:13:36.204,appCat.builtin,182.527,19.747665015995665
1246110,AS14.01,2014-04-27 12:27:20.434,appCat.builtin,17.516,4.130934562129648
1247410,AS14.01,2014-04-27 14:44:42.196,appCat.builtin,65.222,12.226772126071577
1252410,AS14.01,2014-04-27 18:35:13.151,appCat.builtin,29.187,3.269385052274851
1254210,AS14.01,2014-04-27 19:38:59.756,appCat.builtin,159.748,14.15354941953613
1254310,AS14.01,2014-04-27 19:41:39.507,appCat.builtin,254.27,4.784554869926018
1262710,AS14.01,2014-04-28 11:37:09.010,appCat.builtin,55.154,21.468392417426667
1269010,AS14.01,2014-04-28 15:24:16.104,appCat.builtin,89.578,26.291230979955028
1270310,AS14.01,2014-04-28 15:36:18.184,appCat.builtin,265.4,38.37384641025158
1273610,AS14.01,2014-04-28 17:00:56.020,appCat.builtin,30.063,3.7140657101032613
1276110,AS14.01,2014-04-28 18:20:43.696,appCat.builtin,19.075,6.038128544166283
1283310,AS14.01,2014-04-28 23:09:08.411,appCat.builtin,276.946,78.78367235835829
1284810,AS14.01,2014-04-29 09:49:37.878,appCat.builtin,662.506,7.341958211961543
1287410,AS14.01,2014-04-29 10:49:11.763,appCat.builtin,28.523,7.53739052807737
1290810,AS14.01,2014-04-29 12:16:24.619,appCat.builtin,31.135,5.9015647065806025
1294310,AS14.01,2014-04-29 13:20:07.285,appCat.builtin,19.046,9.209628366735243
1296610,AS14.01,2014-04-29 14:47:37.308,appCat.builtin,179.837,63.36578860348772
1302610,AS14.01,2014-04-29 17:05:48.805,appCat.builtin,3478.08,1408.2151542895542
1312010,AS14.01,2014-04-30 09:52:10.585,appCat.builtin,17.091,4.551343814865043
1328310,AS14.01,2014-04-30 18:08:57.095,appCat.builtin,228.193,84.94455787613117
1332210,AS14.01,2014-04-30 19:59:16.845,appCat.builtin,33.129,7.607507376557023
1337810,AS14.01,2014-04-30 23:03:47.030,appCat.builtin,16.784,7.979545456073502
1347510,AS14.01,2014-05-01 01:30:01.259,appCat.builtin,23.989,6.906660806099532
